Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,In Bloom | Zb1 Part 4,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8215&classDate=8/25/2023&clsLoc=1
ILD NJ,19:30:00,Super Shy | Newjeans Part 4,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8206&classDate=8/25/2023&clsLoc=1
