Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=2147089462&classDate=5/2/2024&clsLoc=1,Virtual 2-Hour Class: Adv/Int Theater Jazz,Jessica Lee Goldyn,Steps on Broadway,2 hours
Steps on Broadway,9:00 am EDT,none,Virtual 90 Int Ballet,Jen Kreichman (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083045&classDate=5/2/2024&clsLoc=1,Virtual 90 Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083046&classDate=5/2/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Maxim Beloserkovsky,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082346&classDate=5/2/2024&clsLoc=1,Virtual 90 Rommett Floor Barre,Marguerite Wesley,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084562&classDate=5/2/2024&clsLoc=1,Virtual 90 Adv/Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083038&classDate=5/2/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083048&classDate=5/2/2024&clsLoc=1,Virtual 90 Int Ballet,Noriko Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085314&classDate=5/2/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Espen Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083050&classDate=5/2/2024&clsLoc=1,Virtual 90 Beg/Int Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084620&classDate=5/2/2024&clsLoc=1,Virtual 90 Adv/Beg Contemporary,Mindy Jackson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087943&classDate=5/2/2024&clsLoc=1,Virtual 90 Int Contemporary,Elisabetta Minutoli,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085199&classDate=5/2/2024&clsLoc=1,Virtual 90 Adv/Int Contemporary,Katie Drablos,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087743&classDate=5/2/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary Fusion,Cat Cogliandro,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087769&classDate=5/2/2024&clsLoc=1,Virtual 90 Beg Jazz,Emily Bufferd,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085700&classDate=5/2/2024&clsLoc=1,Virtual 90 Adv/Int Jazz,Debbie Roshe,Steps on Broadway,1 hour &30 minutes
