BDC,09:00:00,Adv Beg Lyrical,Emily Bufferd,none,2023-12-08,Contemporary/Modern
Peridance,10:00:00,Int Contemp,Guanglei Hui,none,2023-12-08,Contemporary/Modern
Gibney,10:00:00,Gaga/People At 280,Billy Barry,none,2023-12-08,Contemporary/Modern
Gibney,10:00:00,Contemp,Thryn Saxon,none,2023-12-08,Contemporary/Modern
Gibney,10:00:00,Contemp Floorwork,Laja Field,none,2023-12-08,Contemporary/Modern
Mark Morris,10:15:00,Cunningham Technique Open Class,Janet Charleston *Cunningham  (7),none,2023-12-08,Contemporary/Modern
BDC,10:30:00,Int Contemp,Elodie Dufroux (3),none,2023-12-08,Contemporary/Modern
Steps,11:00:00,Int Contemp,"Edward, C.",none,2023-12-08,Contemporary/Modern
Steps,11:15:00,Adv/Beg Contemp Modern,"Reed, B.",none,2023-12-08,Contemporary/Modern
Peridance,11:30:00,Int Contemp Release,Wesley Ensminger,none,2023-12-08,Contemporary/Modern
Gibney,12:00:00,Contemp/Modern,Oliver Steele,none,2023-12-08,Contemporary/Modern
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,none,2023-12-08,Contemporary/Modern
Peridance,13:00:00,Adv Contemp,Elisabetta Minutoli,none,2023-12-08,Contemporary/Modern
Peridance,13:00:00,Int Graham,Caterina Rago,none,2023-12-08,Contemporary/Modern
BDC,13:30:00,Beg Contemp,Michaela McGowan,none,2023-12-08,Contemporary/Modern
Steps,14:30:00,Basic Graham Based Modern,Poulis,none,2023-12-08,Contemporary/Modern
Peridance,14:30:00,Adv Contemp,Brice Mousset,none,2023-12-08,Contemporary/Modern
Peridance,14:30:00,Beg Contemp Floorwork,Andrea Farley Shimota,none,2023-12-08,Contemporary/Modern
BDC,15:00:00,Beg Contemp,Ashley Lynne King (4),none,2023-12-08,Contemporary/Modern
Peridance,16:00:00,Int Contemp,Brianna Mercado,none,2023-12-08,Contemporary/Modern
Steps,16:30:00,Int/Adv Contemp,"Lombardi, J. (5)",none,2023-12-08,Contemporary/Modern
BDC,16:30:00,Int Contemp,Ali Koinoglou,none,2023-12-08,Contemporary/Modern
PMT,16:30:00,Open Level Contemp Jazz,Robert Redick,none,2023-12-08,Contemporary/Modern
Steps,16:45:00,Int Modern/Horton,Maffei,none,2023-12-08,Contemporary/Modern
PMT,18:00:00,Adv. Beg. Contemp,Mica Butnar,none,2023-12-08,Contemporary/Modern
Ailey,18:30:00,Beg Graham,Sierra Sanders,none,2023-12-08,Contemporary/Modern
Ailey,19:00:00,Beg Dunham,Marcea Daiter,none,2023-12-08,Contemporary/Modern
PMT,19:30:00,Intro To Contemp,Mack Pereira,none,2023-12-08,Contemporary/Modern
BDC,19:30:00,Basic Contemp Jazz,Stacie Webster,none,2023-12-08,Contemporary/Modern
BDC,21:00:00,Int Contemp,Moriah Markowitz (7),none,2023-12-08,Contemporary/Modern
