Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Adv Beg Lyrical,Emily Bufferd,none,2023-12-17,Contemporary/Modern
Ballet Arts,09:30:00,Adv Beg Ballet,Yumiko Niimi,none,2023-12-17,Ballet
Ailey,10:00:00,Beg Ballet,Anna Lederfeind,none,2023-12-17,Ballet
Peridance,10:00:00,Beg Graham,Cara McManus,none,2023-12-17,Contemporary/Modern
Peridance,10:00:00,Open Ballet,Bivi Kimura,none,2023-12-17,Ballet
Gibney,10:00:00,Adult Open Contemp,Leah Wilks,none,2023-12-17,Contemporary/Modern
BAE,10:00:00,Adv Beg Ballet,Ginger Thatcher,none,2023-12-17,Ballet
Ailey,10:00:00,Zumba Fitness,Jenny Mollet (1),none,2023-12-17,Additional Disciplines
BDC,10:30:00,Beg Ballet,Joy Karley,none,2023-12-17,Ballet
Steps,10:30:00,Adv Ballet,Averty,none,2023-12-17,Ballet
BDC,10:30:00,Adv Beg Broadway Jazz,Canceled Today,none,2023-12-17,Theater
BDC,10:30:00,Beg Theater,Morgan Rose,none,2023-12-17,Theater
SassClass,10:50:00,Sexy Stilettos,Sophia,none,2023-12-17,Street/Choreography
Ballet Arts,11:00:00,Int Ballet,Simon Kazantsev,none,2023-12-17,Ballet
Steps,11:00:00,Adv/Int Ballet,"Goldman, N.",none,2023-12-17,Ballet
BAE,11:00:00,Mat Pilates Class,Courtney Conner,none,2023-12-17,Additional Disciplines
Ailey,11:00:00,Pilates Fusion,Cancelled Today,none,2023-12-17,Street/Choreography
Steps,11:15:00,Adv/Beg Contemp,"Edward, C.",none,2023-12-17,Contemporary/Modern
Peridance,11:30:00,Beg Dancehall,Korie Genius,none,2023-12-17,World
Steps,11:30:00,Beg Ballet,"Supan, L.",none,2023-12-17,Ballet
Peridance,11:30:00,Open Hip Hop | Moptop,Link _,none,2023-12-17,Street/Choreography
Peridance,11:30:00,Int Contemp,Vive _,none,2023-12-17,Contemporary/Modern
BAE,11:30:00,Int Ballet,Ginger Thatcher,none,2023-12-17,Ballet
BAE,12:00:00,Intro To Ballet,Lorna Zawacki,none,2023-12-17,Ballet
BDC,12:00:00,Int Adv Theater,Karla Puno Garcia,none,2023-12-17,Theater
Steps,12:00:00,Open Level Yoga,Cancelled Today,none,2023-12-17,Additional Disciplines
BDC,12:00:00,Basic Jazz,Heather Rigg,none,2023-12-17,Jazz
Gibney,12:00:00,Floorwork Basics,Cancelled Today,none,2023-12-17,Additional Disciplines
BDC,12:00:00,Beg Broadway Tap,Deanna Doyle,none,2023-12-17,Tap
Gibney,12:00:00,Simonson Holiday Class,Diane McCarthy,none,2023-12-17,Additional Disciplines
Gibney,12:00:00,Contemp,Maleek Washington,none,2023-12-17,Contemporary/Modern
SassClass,12:00:00,Flirty Floorwork,Sophia,none,2023-12-17,Additional Disciplines
Steps,12:15:00,Int Contemp Jazz,Blandino,none,2023-12-17,Contemporary/Modern
SassClass,12:15:00,Fierce Feminine Hip-Hop,David (5),none,2023-12-17,Street/Choreography
Ballet Arts,12:30:00,Int Ballet,Noriko Hara,none,2023-12-17,Ballet
PJM,12:30:00,Open Kpop,Lesley,none,2023-12-17,Additional Disciplines
Steps,12:30:00,Adv/Beg Tap,Galganni,none,2023-12-17,Tap
Steps,12:45:00,Int Theater Jazz,Resavy,none,2023-12-17,Theater
Steps,12:45:00,Int Ballet,Cave,none,2023-12-17,Ballet
