BDC,09:00:00,Adv Beg Lyrical,Emily Bufferd,none,2023-12-17,Contemporary/Modern
Peridance,10:00:00,Beg Graham,Cara McManus,none,2023-12-17,Contemporary/Modern
Gibney,10:00:00,Adult Open Contemp,Leah Wilks,none,2023-12-17,Contemporary/Modern
Steps,11:15:00,Adv/Beg Contemp,"Edward, C.",none,2023-12-17,Contemporary/Modern
Peridance,11:30:00,Int Contemp,Vive _,none,2023-12-17,Contemporary/Modern
Gibney,12:00:00,Contemp,Maleek Washington,none,2023-12-17,Contemporary/Modern
Steps,12:15:00,Int Contemp Jazz,Blandino,none,2023-12-17,Contemporary/Modern
Peridance,13:00:00,Adv Contemp,Marijke Eliasberg,none,2023-12-17,Contemporary/Modern
PMT,13:00:00,Beg Contemp,Cancelled Today,none,2023-12-17,Contemporary/Modern
Ailey,13:00:00,Modern Afro-Cuban,Noibis Licea,none,2023-12-17,Contemporary/Modern
Ailey,13:30:00,Beg Horton,Linda Celeste Sims,none,2023-12-17,Contemporary/Modern
Ailey,14:00:00,Beg Contemp,Aurelie Garcia (2),none,2023-12-17,Contemporary/Modern
BDC,15:00:00,Beg Contemp,Elodie Dufroux,none,2023-12-17,Contemporary/Modern
Steps,15:00:00,Adv/Beg Contemp Modern,"Reed, B.",none,2023-12-17,Contemporary/Modern
BDC,16:30:00,Int Contemp,Lorena Cobos (2),none,2023-12-17,Contemporary/Modern
BDC,18:00:00,Adv Beg Contemp,Gina Menichino,none,2023-12-17,Contemporary/Modern
