Studio,Time,Classes,Instructor,Sign up,Date,Style
Steps,09:00:00,Open Level Yoga,Devin Mae Conway,none,2024-04-05,Additional Disciplines
BAE,09:00:00,Adv Beg Ballet,Shirley Bassat,none,2024-04-05,Ballet
BDC,09:00:00,Adv Beg Lyrical,Emily Bufferd,none,2024-04-05,Contemporary/Modern
Taylor School,09:00:00,Dance Cardio & Conditioning,Maggie Fiske,none,2024-04-05,Additional Disciplines
BDC,09:00:00,Adv Beg Hip-Hop,Paolo Slice Penala,none,2024-04-05,Street/Choreography
BDC,09:15:00,Stretch & Strengthen,Alyssa Click,none,2024-04-05,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-04-05,Ballet
Steps,09:30:00,Beg Ballet,Temple Kemezis,none,2024-04-05,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-04-05,Ballet
Peridance,10:00:00,Adv Ballet,Lissetth Aguilar Stöckli (1),none,2024-04-05,Ballet
BAE,10:00:00,Intro To Ballet,Marsha Knight,none,2024-04-05,Ballet
Gibney,10:00:00,Ballet,Nina Goldman,none,2024-04-05,Ballet
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-04-05,Ballet
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-04-05,Ballet
Steps,10:00:00,Ballet Workout,Kate Stephan,none,2024-04-05,Ballet
Peridance,10:00:00,Int Contemp,Guanglei Hui,none,2024-04-05,Contemporary/Modern
Gibney,10:00:00,Gaga/People At 280,Jim Grevatt,none,2024-04-05,Contemporary/Modern
Gibney,10:00:00,Contemp At 280,Mike Tyus,none,2024-04-05,Contemporary/Modern
Taylor School,10:00:00,Master Class Series,Kayla Farrish (5),none,2024-04-05,Additional Disciplines
Gibney,10:00:00,Klein Technique Dance/Movement Class At 280,Barbara Mahler,none,2024-04-05,Additional Disciplines
BAE,10:00:00,Mat Pilates Class,Ashley Carter,none,2024-04-05,Additional Disciplines
Mark Morris,10:15:00,Cunningham Technique Open Class,Cori Kresge *Cunningham  (10),none,2024-04-05,Contemporary/Modern
BDC,10:30:00,Int Theater,Tanner Lane,none,2024-04-05,Theater
BDC,10:30:00,Int Precision Jazz,Katie Walker,none,2024-04-05,Jazz
