BDC,10:30:00,Int Theater,Tanner Lane,none,2024-04-05,Theater
BDC,12:00:00,Adv Beg Theater,Amanda LaMotte,none,2024-04-05,Theater
Mark Morris,12:00:00,Beg/Int Broadway Jazz,Avital Asuleen,none,2024-04-05,Theater
Steps,13:00:00,Int Theater Dance,Kenna Morris Garcia (7),none,2024-04-05,Theater
Steps,13:15:00,Adv/Int Theater Jazz,Alex Sanchez,none,2024-04-05,Theater
BDC,13:30:00,Beg Theater,Deanna Doyle,none,2024-04-05,Theater
Steps,14:45:00,Beg Theater Dance,Rebecca Frazier,none,2024-04-05,Theater
BDC,16:30:00,Int Theater,Skye Mattox,none,2024-04-05,Theater
BDC,18:00:00,Int Adv Theater,Richard J. Hinds,none,2024-04-05,Theater
BDC,19:30:00,Beg Theater,Joey Tierno,none,2024-04-05,Theater
Steps,20:00:00,Adv/Int Theater Jazz,Jessica Lee Goldyn,none,2024-04-05,Theater
Steps,20:30:00,Int/Adv Theater Jazz,Logan Epstein,none,2024-04-05,Theater
