Studio,Start time,,Class Schedule,Instructor,Studio,Duration
Ailey Studios,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146826178&classDate=2/28/2024&clsLoc=1,ONLINE: Beginner Contemporary,Linda Celeste Sims,none,1 hour &30 minutes
Ailey Studios,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146826187&classDate=2/28/2024&clsLoc=1,ONLINE: Zumba,Mike Gomez,none,1 hour
