Studio,Start time,Classes,Instructor,Sign up
BDC,09:00:00,Beg Lyrical,Emily Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17735&classDate=8/20/2023&clsLoc=1
BDC,10:00:00,Adv Beg Street Styles,Niki Saludez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17883&classDate=8/20/2023&clsLoc=1
BDC,10:00:00,Int Tap,Kat Ponza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17807&classDate=8/20/2023&clsLoc=1
BDC,10:30:00,Beg Jumps And Turns,Emily Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17739&classDate=8/20/2023&clsLoc=1
BDC,11:30:00,Basic Hip-Hop,Robert Taylor Jr,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17856&classDate=8/20/2023&clsLoc=1
BDC,11:30:00,Int Adv Theater,Karla Puno Garcia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17817&classDate=8/20/2023&clsLoc=1
BDC,12:00:00,Int Ballet,Luis Villar (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17698&classDate=8/20/2023&clsLoc=1
BDC,13:00:00,Adv Beg Tap,Doug Shankman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17665&classDate=8/20/2023&clsLoc=1
BDC,13:00:00,Int Contemp Fusion,Michaela McGowan (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17627&classDate=8/20/2023&clsLoc=1
BDC,13:30:00,Basic Ballet,Luis Villar (4),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17699&classDate=8/20/2023&clsLoc=1
BDC,14:30:00,Basic Tap,Sheila Pomroy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16878&classDate=8/20/2023&clsLoc=1
BDC,14:30:00,Int Theater,Marjorie Failoni,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17531&classDate=8/20/2023&clsLoc=1
BDC,15:00:00,Int Contemp,Alex Mitchell (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17865&classDate=8/20/2023&clsLoc=1
BDC,16:00:00,Beg Tap,Sheila Pomroy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17818&classDate=8/20/2023&clsLoc=1
BDC,16:15:00,Int Adv Contemp Fusion,Waverly Fredericks (6),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16881&classDate=8/20/2023&clsLoc=1
BDC,16:30:00,Beg Ballet,Laura Kaufman (7),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17579&classDate=8/20/2023&clsLoc=1
BDC,17:45:00,Adv Beg Contemp,Gina Menichino,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17683&classDate=8/20/2023&clsLoc=1
BDC,17:45:00,Beg Hip-Hop Found,Ms Vee,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17802&classDate=8/20/2023&clsLoc=1
BDC,19:00:00,Adv Beg Tap,Dario Natarelli,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17777&classDate=8/20/2023&clsLoc=1
BDC,19:15:00,All Levels Vogue Femme,Omari Wiles,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17819&classDate=8/20/2023&clsLoc=1
BDC,10:00:00,Adv Beg Broadway Jazz,Chrisy Kakurai (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17657&classDate=8/20/2023&clsLoc=1
BDC,10:00:00,Beg Theater,Morgan Rose,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17512&classDate=8/20/2023&clsLoc=1
BDC,10:30:00,Beg Ballet,Joy Karley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17569&classDate=8/20/2023&clsLoc=1
BDC,11:30:00,Adv Beg Contemp Jazz,Ginger Cox,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17763&classDate=8/20/2023&clsLoc=1
BDC,11:30:00,Beg Theater Tap,Doug Shankman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17666&classDate=8/20/2023&clsLoc=1
BDC,12:00:00,All Levels Pilates,Joy Karley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17568&classDate=8/20/2023&clsLoc=1
BDC,13:00:00,Adv Beg Street Jazz,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17648&classDate=8/20/2023&clsLoc=1
BDC,13:00:00,Basic Jazz,Heather Rigg,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16887&classDate=8/20/2023&clsLoc=1
BDC,13:30:00,Stretch & Strengthen,Alyssa Click,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17933&classDate=8/20/2023&clsLoc=1
BDC,14:30:00,Basic Hip-Hop,Q,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16893&classDate=8/20/2023&clsLoc=1
BDC,14:30:00,Beg Jazz,Heather Rigg,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17669&classDate=8/20/2023&clsLoc=1
BDC,15:00:00,Adv Beg Ballet,Eureka Nakano Grimes,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17995&classDate=8/20/2023&clsLoc=1
BDC,16:00:00,Adv Beg Jazz Funk,Chio,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17743&classDate=8/20/2023&clsLoc=1
