Studio,Start time,,Class Schedule,Instructor,Studio,Duration
Ailey Studios,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146826044&classDate=6/17/2024&clsLoc=1,ONLINE: Restorative Stretches for Adults,Sarita Allen,none,1 hour
Ailey Studios,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146826043&classDate=6/17/2024&clsLoc=1,ONLINE: Hip-Hop Cardio,Matthew Johnson Harris,none,1 hour
Ailey Studios,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146826045&classDate=6/17/2024&clsLoc=1,ONLINE: West African,Maguette Camara,none,1 hour
Ailey Studios,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146826041&classDate=6/17/2024&clsLoc=1,ONLINE: Beginner Ballet,Anna Lederfeind,none,1 hour &30 minutes
Ailey Studios,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146826042&classDate=6/17/2024&clsLoc=1,ONLINE: Beginner Contemporary,Linda Celeste Sims,none,1 hour &30 minutes
Ailey Studios,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146826046&classDate=6/17/2024&clsLoc=1,ONLINE: Zumba,Will Negrillo,none,1 hour
