Steps,10:00:00,Adv/Beg Tap,Danielle Jackman (4),none,2024-03-27,Tap
BDC,10:30:00,Adv Beg Tap,Sydney Burtis (1),none,2024-03-27,Tap
Steps,11:45:00,Basic Tap,Yuka Kameda,none,2024-03-27,Tap
BDC,12:00:00,Beg Theater Tap,Doug Shankman,none,2024-03-27,Tap
Steps,12:00:00,Beg Tap,Germaine Goodson,none,2024-03-27,Tap
BDC,13:30:00,Basic Tap,Avital Asuleen,none,2024-03-27,Tap
Steps,13:30:00,Int Tap,Danielle Jackman (5),none,2024-03-27,Tap
Steps,13:45:00,Adv/Beg Tap,Germaine Goodson,none,2024-03-27,Tap
BDC,15:00:00,Adv Beg Tap,Brent McBeth,none,2024-03-27,Tap
Steps,15:30:00,Basic Tap,Germaine Goodson,none,2024-03-27,Tap
BDC,16:30:00,Int Tap,Ray Hesselink,none,2024-03-27,Tap
BDC,18:00:00,Adv Beg Tap,Mark Albrecht,none,2024-03-27,Tap
Steps,18:00:00,Beg Tap,Lynn Schwab,none,2024-03-27,Tap
Steps,18:00:00,Int/Adv Tap,Tommy Wasiuta,none,2024-03-27,Tap
ATDF,18:15:00,Int,Barbara Duffy,none,2024-03-27,Tap
ATDF,18:15:00,Basic,Susan Hebach,none,2024-03-27,Tap
Mark Morris,19:00:00,Int Tap,Ja'Bowen *Dixon,none,2024-03-27,Tap
BDC,19:30:00,All Levels Tap,TBA (6),none,2024-03-27,Tap
Steps,19:30:00,Basic Tap,Yukari Ikegaya,none,2024-03-27,Tap
