Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,"6:00 pm  EST
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=8679&classDate=11/8/2023&clsLoc=1,Online: Baddie | IVE (Part 1),Winnie Chung,none,1 hour & 20 minutes
ILoveDance,"7:30 pm  EST
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=8691&classDate=11/8/2023&clsLoc=1,Online: Fact Check | NCT 127 (Part 1),Ying Dong,none,1 hour & 20 minutes
