Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,none,2024-04-29,Additional Disciplines
BDC,09:00:00,Adv Beg Contemp Jazz,Daniel Booda (1),none,2024-04-29,Contemporary/Modern
BDC,09:00:00,Basic Hip-Hop,Canceled Today,none,2024-04-29,Street/Choreography
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,none,2024-04-29,Additional Disciplines
Steps,09:00:00,Beg Ballet,Kathy Sullivan,none,2024-04-29,Ballet
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2024-04-29,Ballet
Mark Morris,09:00:00,Gaga/People,Doron Perk *GAGA  (1),none,2024-04-29,Contemporary/Modern
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2024-04-29,Additional Disciplines
Steps,09:15:00,Gyrokinesis,Christa Thiesing,none,2024-04-29,Additional Disciplines
Gibney,09:30:00,Adv Ballet,Elisa Clark,none,2024-04-29,Ballet
Peridance,09:30:00,Open Ballet,Greg Zane,none,2024-04-29,Ballet
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-04-29,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-04-29,Ballet
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-04-29,Ballet
Steps,10:00:00,Rommett Floor Barre,Jodi Moccia,none,2024-04-29,Ballet
Peridance,10:00:00,Int Contemp,Jordan Ryder,none,2024-04-29,Contemporary/Modern
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2024-04-29,Ballet
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-04-29,Ballet
BAE,10:00:00,Intro To Ballet,William Waldinger,none,2024-04-29,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Jake Vincent (1),none,2024-04-29,Contemporary/Modern
Gibney,10:00:00,Contemp,Teacher TBD,none,2024-04-29,Contemporary/Modern
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Lily Gelfand,none,2024-04-29,Contemporary/Modern
Steps,10:15:00,Ballet Workout,Kate Stephan,none,2024-04-29,Ballet
Mark Morris,10:15:00,Cunningham Technique Open Class,Kimberly Bartosik *Cunningham  (2),none,2024-04-29,Contemporary/Modern
BDC,10:30:00,Beg Ballet,June Chin (2),none,2024-04-29,Ballet
BAE,10:30:00,Beg Ballet,Shirley Bassat,none,2024-04-29,Ballet
BDC,10:30:00,Int Contemp,Casey Kitazumi (3),none,2024-04-29,Contemporary/Modern
BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,none,2024-04-29,Street/Choreography
Steps,10:45:00,Adv/Beg Ballet,Kathy Sullivan,none,2024-04-29,Ballet
BAE,11:00:00,Mat Pilates Class,Vanessa Martínez de Baños,none,2024-04-29,Additional Disciplines
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,none,2024-04-29,Ballet
BDC,11:00:00,All Levels Pilates,Linda Farrell,none,2024-04-29,Additional Disciplines
Steps,11:30:00,Adv/Int Theater Jazz,Andy Blankenbuehler,none,2024-04-29,Theater
Peridance,11:30:00,Open Emergent Improvisation,Troy Ogilvie,none,2024-04-29,Additional Disciplines
Peridance,11:30:00,Beg Ballet,Martha Chapman,none,2024-04-29,Ballet
BAE,11:30:00,Adv Beg Ballet,Julie Voshell,none,2024-04-29,Ballet
Peridance,11:30:00,Adv Contemp,Charles-Alexis Desgagnes (1),none,2024-04-29,Contemporary/Modern
Steps,11:30:00,Adv Pro Ballet,Nancy Bielski,none,2024-04-29,Ballet
Steps,11:45:00,Int/Adv Jazz Technique,Camden Loeser,none,2024-04-29,Jazz
Gibney,12:00:00,Embodiment Through Dance Movement Therapy At 280,Jamie Yasgur,none,2024-04-29,Additional Disciplines
Steps,12:00:00,Beg Tap,Germaine Goodson,none,2024-04-29,Tap
Steps,12:00:00,Pilates Mat,Laura Shapiro (3),none,2024-04-29,Additional Disciplines
BDC,12:00:00,Adv Beg Tap,Mike Camire (4),none,2024-04-29,Tap
BAE,12:00:00,Basic Beg Ballet,Shirley Bassat,none,2024-04-29,Ballet
BAE,12:00:00,Int Ballet,Justin Sherwood,none,2024-04-29,Ballet
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,none,2024-04-29,Contemporary/Modern
Peridance,12:00:00,Open Yoga,Sarah Iguchi,none,2024-04-29,Additional Disciplines
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none,2024-04-29,Ballet
Mark Morris,12:00:00,Beg Modern,Nicole *Philippidis,none,2024-04-29,Contemporary/Modern
BDC,12:00:00,Adv Beg Hip-Hop,AntBoogie,none,2024-04-29,Street/Choreography
BDC,12:00:00,Beg Theater,Daniel Booda (5),none,2024-04-29,Theater
Steps,12:30:00,Beg Theater Jazz,Krystyna Resavy,none,2024-04-29,Theater
