Studio,Start time,Sign up,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4990&classDate=8/15/2023&clsLoc=1,Advanced Ballet,Aaron *Loux (Mask Optional) (4),none,Howard Britz,2 hours
Mark Morris Dance,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=143&classId=5310&classDate=8/15/2023&clsLoc=1,Movement for Older Bodies: Open Level Move & Flow,Alexandra Berger (Mask Optional),none,Marina Makarova,1 hour
Mark Morris Dance,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=4613&classDate=8/15/2023&clsLoc=1,Beginner Modern,Claudia McDonald (Mask Optional),none,Marina Makarova,1 hour & 30 minutes
Mark Morris Dance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=4970&classDate=8/15/2023&clsLoc=1,Intermediate Modern,Andrea Murillo (Mask Optional),none,Robert *Boston,1 hour & 30 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=5160&classDate=8/15/2023&clsLoc=1,Beginner Jazz,Kristina Bermudez (Mask Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=137&classId=5050&classDate=8/15/2023&clsLoc=1,Classical Indian,Yamini Kalluri (Masks Optional),none,Greg Gonzalez,1 hour
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4929&classDate=8/15/2023&clsLoc=1,Intermediate Ballet,Ashley Tuttle (Masks Optional),none,Dmitry *Polischuk,1 hour & 30 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=5183&classDate=8/15/2023&clsLoc=1,Open Level House,Kim Holmes (Mask Optional),none,none,1 hour & 30 minutes
