Studio,Start time,Sign up,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,9:00 am  EDT,none,Gaga/people,Cancelled Today,none,none,1 hour
Mark Morris Dance,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=3125&classDate=8/14/2023&clsLoc=1,Gyrokinesis,Alexandra Berger (Mask Optional),none,none,1 hour & 15 minutes
Mark Morris Dance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=5121&classDate=8/14/2023&clsLoc=1,Beginner Ballet,Tristan Grannum (Mask Optional),none,Howard Britz,1 hour & 30 minutes
Mark Morris Dance,10:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5058&classDate=8/14/2023&clsLoc=1,Cunningham Technique Open Class,Andrea Weber *Cunningham (Mask Optional) (1),none,Jack *Goode,1 hour & 30 minutes
Mark Morris Dance,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5122&classDate=8/14/2023&clsLoc=1,Beginner Contemporary,Sharyn Korey (Mask Optional) (3),none,Howard Britz,1 hour & 30 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4989&classDate=8/14/2023&clsLoc=1,Beginner Ballet,Kelly Slough (Mask Optional),none,Brendan Polk,1 hour & 30 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=132&classId=4968&classDate=8/14/2023&clsLoc=1,Beginner Haitian,Véronëque Ignace (Masks Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=100&classId=5057&classDate=8/14/2023&clsLoc=1,Dance Church®,Dance Church *Rotating Faculty (Mask Optional),none,none,1 hour & 15 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=4926&classDate=8/14/2023&clsLoc=1,Open Level Hip-Hop,Léa Ono (Masks Optional),none,none,1 hour & 30 minutes
