Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,12:00 pm  EDT,none,In-StudioQ: Seven | Jung Kook (Part 4),Cancelled Today,none,1 hour & 20 minutes
ILoveDance,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8259&classDate=8/26/2023&clsLoc=1,In-StudioQ: Shhh | KISS OF LIFE (Part 4),Maylin Ramos,Flushing,1 hour & 20 minutes
