Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Peridance,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5440&classDate=8/26/2023&clsLoc=1,Beg Contemporary,Bo Kyung Lee,none,1 hour & 30 minutes
Peridance,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5111&classDate=8/26/2023&clsLoc=1,Inter Ballet,Michael Waldrop (1),none,1 hour & 30 minutes
Peridance,12:00 pm  EDT,none,Beg Contemporary Floorwork,Cancelled Today,none,1 hour & 30 minutes
Peridance,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6213&classDate=8/26/2023&clsLoc=1,Beg House,Huu Rock,none,1 hour & 30 minutes
Peridance,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5439&classDate=8/26/2023&clsLoc=1,Inter Ballet,François Perron,none,1 hour & 30 minutes
Peridance,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=4950&classDate=8/26/2023&clsLoc=1,Intro & Beg Salsa Partnering,Baila Society,none,1 hour & 30 minutes
Peridance,12:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=5681&classDate=8/26/2023&clsLoc=1,Open Afrobeats,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,1 hour & 30 minutes
Peridance,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5430&classDate=8/26/2023&clsLoc=1,Inter Contemporary,Vive _ (2),none,1 hour & 30 minutes
Peridance,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6216&classDate=8/26/2023&clsLoc=1,Inter Jazz,Lorena Cobos (3),none,1 hour & 30 minutes
Peridance,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=5429&classDate=8/26/2023&clsLoc=1,Intro & Beg Salsa Partnering,Baila Society,none,1 hour & 30 minutes
Peridance,2:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=5682&classDate=8/26/2023&clsLoc=1,Beg African,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,1 hour & 30 minutes
Peridance,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5427&classDate=8/26/2023&clsLoc=1,Adv Contemporary,Mathew James | URBAN TRIBE,none,1 hour & 30 minutes
Peridance,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6269&classDate=8/26/2023&clsLoc=1,Beg Ballet,Julia Gleich,none,1 hour & 30 minutes
Peridance,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5411&classDate=8/26/2023&clsLoc=1,Open Locking,Ebenezer Ackon (4),none,1 hour & 30 minutes
Peridance,3:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=5683&classDate=8/26/2023&clsLoc=1,Adv African,Maguette Camara | DJONIBA DANCE CENTRE,none,1 hour & 30 minutes
Peridance,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5425&classDate=8/26/2023&clsLoc=1,Open New Style Hustle,Jeff Selby,none,1 hour & 30 minutes
Peridance,5:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6313&classDate=8/26/2023&clsLoc=1,Open Brazilian Samba,Cecilia Lero | DDC,none,1 hour & 30 minutes
