Studio,Start time,Classes,Instructor,Sign up
Gibney,10:00:00,Contemp Practices,Jordan Demetrius Lloyd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12998&classDate=11/8/2023&clsLoc=1
Gibney,10:00:00,Pro Ballez,MJ Markovitz,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12879&classDate=11/8/2023&clsLoc=1
Gibney,10:30:00,Bartenieff Fundamentals At 280,Allegra Romita,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12845&classDate=11/8/2023&clsLoc=1
Gibney,12:00:00,Contemp Forms,Mark Caserta,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12959&classDate=11/8/2023&clsLoc=1
Gibney,12:00:00,Simonson Jazz,Teresa Perez Ceccon,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12907&classDate=11/8/2023&clsLoc=1
Gibney,12:30:00,Movement Research At 280,Tasha Taylor,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=12990&classDate=11/8/2023&clsLoc=1
Gibney,14:00:00,Movement Research At 280,Sarah White-Ayón,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=12992&classDate=11/8/2023&clsLoc=1
Gibney,14:00:00,Contemp Floorwork,Dual Rivet,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12991&classDate=11/8/2023&clsLoc=1
Gibney,18:00:00,Adult Open Contemp,Leah Wilks,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12840&classDate=11/8/2023&clsLoc=1
Gibney,18:30:00,Absolute Beg Ballet,Kat Wildish,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12583&classDate=11/8/2023&clsLoc=1
Gibney,18:30:00,Int/Adv Contemp/Simonson,Rachel Feinerman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12582&classDate=11/8/2023&clsLoc=1
