Studio,Start time,Classes,Instructor,Sign up
Peridance,09:30:00,Open Ballet,Greg Zane,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6724&classDate=9/18/2023&clsLoc=1
Peridance,10:00:00,Adv Ballet,Igal Perry,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5899&classDate=9/18/2023&clsLoc=1
Peridance,10:00:00,Int Contemp,Jordan Ryder,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6726&classDate=9/18/2023&clsLoc=1
Peridance,10:00:00,Open Simonson Jazz,Leann Gioia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=5871&classDate=9/18/2023&clsLoc=1
Peridance,11:30:00,Adv Contemp,Elisabetta Minutoli,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5497&classDate=9/18/2023&clsLoc=1
Peridance,11:30:00,Beg Ballet,Martha Chapman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6720&classDate=9/18/2023&clsLoc=1
Peridance,11:30:00,Open Emergent Improvisation,Troy Ogilvie,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6785&classDate=9/18/2023&clsLoc=1
Peridance,12:00:00,Open Yoga,Jana Hicks,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6728&classDate=9/18/2023&clsLoc=1
Peridance,13:00:00,Adv Perforce Groove,Kendrick Samuel,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6729&classDate=9/18/2023&clsLoc=1
Peridance,13:00:00,Int Ballet | Guest Class,Joe Simeone,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=75&classId=6826&classDate=9/18/2023&clsLoc=1
Peridance,13:00:00,Int Contemp,Jana Hicks,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6766&classDate=9/18/2023&clsLoc=1
Peridance,13:00:00,Open Pilates,Yuki Hasegawa,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6229&classDate=9/18/2023&clsLoc=1
Peridance,14:30:00,Beg Graham,Caterina Rago,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=6718&classDate=9/18/2023&clsLoc=1
Peridance,14:30:00,Int Contemp Floorwork | Guest Class,LajaMartin _,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=75&classId=6788&classDate=9/18/2023&clsLoc=1
Peridance,14:30:00,Open House,Huu Rock (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5400&classDate=9/18/2023&clsLoc=1
Peridance,14:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6730&classDate=9/18/2023&clsLoc=1
Peridance,16:00:00,Beg Found Of Hip Hop,TweetBoogie _,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6764&classDate=9/18/2023&clsLoc=1
Peridance,16:00:00,Int Theater,Diego Funes,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6763&classDate=9/18/2023&clsLoc=1
Peridance,19:00:00,Adv Choreo,Bo Park,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5395&classDate=9/18/2023&clsLoc=1
Peridance,19:15:00,Beg Ballet,Greg Zane,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6792&classDate=9/18/2023&clsLoc=1
Peridance,19:15:00,Beg Hip Hop,Will Ordener (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6657&classDate=9/18/2023&clsLoc=1
Peridance,19:15:00,Beg Salsa Partnering,Ahtoy Juliana,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=6656&classDate=9/18/2023&clsLoc=1
Peridance,20:30:00,Int Afrobeats,Omari Wiles,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6791&classDate=9/18/2023&clsLoc=1
