Studio,Start time,Classes,Instructor,Sign up
ILD Queens,18:00:00,Eenie Meenie | Chung Ha Part 3,Winnie Chung,none
ILD Queens,19:30:00,Tap | Taeyong Part 3,Ying Dong,none
