Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=9485&classDate=4/9/2024&clsLoc=1,Online: Roller Coaster | CHUNG HA (ONE DAY),Winnie Chung,none,1 hour &20 minutes
ILoveDance,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=9425&classDate=4/9/2024&clsLoc=1,Online: TAP | TAEYONG (Part 2),Ying Dong,none,1 hour &20 minutes
