Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,09:00:00,Basic Beg Ballet,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7827&classDate=9/7/2023&clsLoc=1,2023-09-07,Ballet
Steps,09:00:00,Int Ballet,Cave,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147082816&classDate=9/7/2023&clsLoc=1,2023-09-07,Ballet
BDC,09:00:00,Adv Beg Ballet,Luis Villar,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18320&classDate=9/7/2023&clsLoc=1,2023-09-07,Ballet
BAE,09:15:00,Adv Beg Ballet,Sean Kelly (15),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7849&classDate=9/7/2023&clsLoc=1,2023-09-07,Ballet
ILD NJ,09:30:00,Kpop Diet Dance,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=6771&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6672&classDate=9/7/2023&clsLoc=1,2023-09-07,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,"Edge, A. (1)",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086997&classDate=9/7/2023&clsLoc=1,2023-09-07,Ballet
Steps,10:00:00,Adv Pro Ballet,Beloserkovsky,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087080&classDate=9/7/2023&clsLoc=1,2023-09-07,Ballet
Peridance,10:00:00,Int Movement Fundamentals,Assaf Salhov,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6744&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6797&classDate=9/7/2023&clsLoc=1,2023-09-07,Ballet
Gibney,10:00:00,Super Chill Ballet,Doron Perk,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12810&classDate=9/7/2023&clsLoc=1,2023-09-07,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2372&classDate=9/7/2023&clsLoc=1,2023-09-07,Ballet
Mark Morris,10:00:00,Beg Ballet,Tristan Grannum,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=5533&classDate=9/7/2023&clsLoc=1,2023-09-07,Ballet
Gibney,10:00:00,Contemp Release,Wesley Ensminger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12880&classDate=9/7/2023&clsLoc=1,2023-09-07,Contemporary/Modern
BDC,10:00:00,Adv Beg Contemp,Moriah Markowitz (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17555&classDate=9/7/2023&clsLoc=1,2023-09-07,Contemporary/Modern
BDC,10:00:00,Int Tap,Danny Gardner,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17758&classDate=9/7/2023&clsLoc=1,2023-09-07,Tap
BDC,10:00:00,Beg Hip-Hop,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17635&classDate=9/7/2023&clsLoc=1,2023-09-07,Street/Choreography
