Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am EST,none,In-Studio Int Ballet,Cave,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,none,In-Studio Int/Adv Pro Ballet,"Kaufman, L. (1)",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,none,In-Studio Adv Pro Ballet,Beloserkovsky,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EST,none,In-Studio Rommett Floor Barre,Wesley,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,none,In-Studio Adv/Beg Ballet,Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,none,In-Studio Adv Pro Ballet,Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,none,In-Studio Int Ballet,Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EST,none,In-Studio Int Ballet,Liceica (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087083&classDate=1/2/2024&clsLoc=1,In-Studio Adv/Int Ballet,Averty (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087084&classDate=1/2/2024&clsLoc=1,In-Studio Beg/Int Ballet,Lawrence (4),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EST,none,In-Studio Int Contemporary,Cancelled Today,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088278&classDate=1/2/2024&clsLoc=1,In-Studio Int/Adv Contemporary,"Lombardi, J.",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,none,In-Studio Adv/Int Jazz,Terk Lewis (5),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:00 pm EST,none,In-Studio Int Jazz Across the Floor,Swanson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,none,In-Studio Adv/Int Jazz,Roshe,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,none,In-Studio Int Jazz,Plu Sayampol (6),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087996&classDate=1/2/2024&clsLoc=1,In-Studio Beg/Int Commercial Jazz,Gold,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088477&classDate=1/2/2024&clsLoc=1,In-Studio Spotlight: Int/Adv Jazz,"Lee, A.",Steps on Broadway,2 hours
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147083819&classDate=1/2/2024&clsLoc=1,In-Studio Open Street Styles,"Smith, C.",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085528&classDate=1/2/2024&clsLoc=1,In-Studio Open Heels,Sauls,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,none,In-Studio Pilates Mat,Cummings,Steps on Broadway,1 hour
Steps on Broadway,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087338&classDate=1/2/2024&clsLoc=1,In-Studio Adv/Beg Swing,Weisbond,Steps on Broadway,1 hour
Steps on Broadway,11:00 am EST,none,In-Studio Adv/Beg Broadway Tap,Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:00 pm EST,none,In-Studio Int Tap,Carminucci,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EST,none,In-Studio Beg Broadway Tap,Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,none,In-Studio Adv/Beg Tap,MacDonald,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087090&classDate=1/2/2024&clsLoc=1,In-Studio Int Tap,MacDonald,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085539&classDate=1/2/2024&clsLoc=1,In-Studio Beg Broadway Tap,Winans,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087091&classDate=1/2/2024&clsLoc=1,In-Studio Adv Tap,Carminucci,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,none,In-Studio Adv/Beg Theater Jazz,Dolan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,none,In-Studio Adv Theater Dance,Kimelman (7),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,none,In-Studio Int Classic Theater Jazz,Moore,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086999&classDate=1/2/2024&clsLoc=1,In-Studio Adv/Int Theater Jazz,Griffin,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087815&classDate=1/2/2024&clsLoc=1,In-Studio Adv/Beg Theater Jazz,Biagini,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EST,none,In-Studio Open Afro Brazilian,Cancelled Today,Steps on Broadway,1 hour &30 minutes
