Studio,Start time,Sign up,Classes,Instructor
Modega,5:00 PM EST • (85 min),https://sutrapro.com/modega/checkout/9rYrVeoaiy71ZqlxxeMs,Int./Adv. Choreography,Jaelen Williams
Modega,6:30 PM EST • (85 min),https://sutrapro.com/modega/checkout/ke9xRPw44f5iXJaGhEyA,Adv. Beginner/Int. Choreography,Unique Clay
Modega,6:30 PM EST • (85 min),https://sutrapro.com/modega/checkout/HMTaiihk8mi1Z8JTqbxE,All Levels Waacking,Zenta
Modega,8:00 PM EST • (85 min),https://sutrapro.com/modega/checkout/jtTBJ6DRX3xedIsgQ4q8,Beg./Adv. Beg. Choreography,Edson Maldonado
Modega,8:00 PM EST • (85 min),https://sutrapro.com/modega/checkout/MfihI2nneIrquK342Oco,Intermediate House,Huu Rock
Modega,9:30 PM EST • (120 min),https://sutrapro.com/modega/checkout/vXis786jvP3dKRcDoT8Y,"Open ""Modega"" Session",Huu Rock
