Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8942&classDate=1/2/2024&clsLoc=1,In-StudioM: Guilty | Taemin (Part 1),Eunice Shin,Manhattan,1 hour &20 minutes
ILoveDance,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8966&classDate=1/2/2024&clsLoc=1,In-StudioM: Crazy Form | ATEEZ (Part 1),Fernando Farias,Manhattan,1 hour &20 minutes
