Studio,Start time,,Sessions,Teacher,Studio,Duration
Gibney,10:00 am EST,none,Ballet with Gilbert T Small II at 890,Cancelled Today,none,1 hour &45 minutes
Gibney,10:00 am EST,none,Countertechnique with Maggie Costales at 280,Cancelled Today,none,1 hour &45 minutes
Gibney,10:00 am EST,none,Winter Warming: Countertechnique with Anouk van Dijk at 280,Anouk van Dijk,Gibney 280: Studio C,2 hours
Gibney,12:00 pm EST,none,Contemporary: Dynamic Sequencing with Adam Barruch at 280,Cancelled Today,none,1 hour &45 minutes
Gibney,2:00 pm EST,none,Intermediate/Advanced Contemporary/Simonson with Laurie DeVito at 280,Laurie DeVito,Gibney 280: Studio Y,1 hour &45 minutes
Gibney,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=13100&classDate=1/2/2024&clsLoc=1,Intermediate/Advanced Beginner Ballet with Kat Wildish at 890,Kat Wildish,Gibney 890: Studio 5-2,1 hour
Gibney,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13055&classDate=1/2/2024&clsLoc=1,Gaga/dancers at 280,Ohad Mazor,Gibney 280: Studio C,1 hour &15 minutes
