Studio,Start time,Classes,Instructor,Sign up
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2288&classDate=12/16/2024&clsLoc=1
Ballet Arts,11:00:00,2-Hour Int Ballet,John H Pickup (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2286&classDate=12/16/2024&clsLoc=1
Ballet Arts,13:00:00,Int Ballet,Simon Kazantsev,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=1115&classDate=12/16/2024&clsLoc=1
Ballet Arts,14:30:00,Adv Beg Ballet,Kate Loh,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2276&classDate=12/16/2024&clsLoc=1
Ballet Arts,16:00:00,Int Ballet,Noriko Hara,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2303&classDate=12/16/2024&clsLoc=1
Ballet Arts,17:30:00,Int Ballet,Simon Kazantsev,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=3424&classDate=12/16/2024&clsLoc=1
Ballet Arts,19:00:00,Open Level Ballet,Yuka Kawazu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2363&classDate=12/16/2024&clsLoc=1
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=3447&classDate=12/16/2024&clsLoc=1
Ballet Arts,11:00:00,2-Hour Int Ballet,John H Pickup (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2287&classDate=12/16/2024&clsLoc=1
Ballet Arts,13:00:00,Int Ballet,Simon Kazantsev,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2241&classDate=12/16/2024&clsLoc=1
Ballet Arts,14:30:00,Adv Beg Ballet,Kate Loh,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2277&classDate=12/16/2024&clsLoc=1
Ballet Arts,16:00:00,Int Ballet,Noriko Hara,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2304&classDate=12/16/2024&clsLoc=1
Ballet Arts,17:30:00,Int Ballet,Simon Kazantsev,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=3425&classDate=12/16/2024&clsLoc=1
Ballet Arts,19:00:00,Open Level Ballet,Yuka Kawazu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2364&classDate=12/16/2024&clsLoc=1
