Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,Imaginary Friend | Itzy Part 4,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=10921&classDate=12/16/2024&clsLoc=1
ILD NJ,19:30:00,Shhh! | Viviz Part 5,Winnie Chung,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=10869&classDate=12/16/2024&clsLoc=1
