Studio,Start time,Classes,Instructor,Sign up
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21114&classDate=12/16/2024&clsLoc=1
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21106&classDate=12/16/2024&clsLoc=1
BDC,10:30:00,All Levels Voguing,Jason A. Rodriguez Slim 007,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21689&classDate=12/16/2024&clsLoc=1
BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21128&classDate=12/16/2024&clsLoc=1
BDC,10:30:00,Int Contemp Fusion,Maleek Washington,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21671&classDate=12/16/2024&clsLoc=1
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21148&classDate=12/16/2024&clsLoc=1
BDC,12:00:00,All Levels Strength And Flexibility,Kristi Tartaglione,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21446&classDate=12/16/2024&clsLoc=1
BDC,12:15:00,Adv Beg Street Jazz,Derek Mitchell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21909&classDate=12/16/2024&clsLoc=1
BDC,12:15:00,Beg Theater,Ian Klein,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21149&classDate=12/16/2024&clsLoc=1
BDC,13:45:00,Basic Tap,Brent McBeth,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21173&classDate=12/16/2024&clsLoc=1
BDC,13:45:00,Int Theater,Tanner Lane,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21575&classDate=12/16/2024&clsLoc=1
BDC,14:00:00,Basic Hip-Hop,Geheny Rivera,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21171&classDate=12/16/2024&clsLoc=1
BDC,15:30:00,Adv Beg Ballet,Deanna Doyle,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21174&classDate=12/16/2024&clsLoc=1
BDC,15:30:00,Beg Tap,Kat Ponza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21596&classDate=12/16/2024&clsLoc=1
BDC,15:45:00,Adv Beg Street Jazz,Bo Belza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21163&classDate=12/16/2024&clsLoc=1
BDC,15:45:00,Int Adv Hip-Hop,David Thomas,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21179&classDate=12/16/2024&clsLoc=1
BDC,17:15:00,Beg Ballet,Dorit Koppel,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21187&classDate=12/16/2024&clsLoc=1
BDC,17:15:00,Int Tap,Maddie Rae Russo (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21209&classDate=12/16/2024&clsLoc=1
BDC,17:30:00,Beg Street Styles,J Lyn,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21188&classDate=12/16/2024&clsLoc=1
BDC,19:00:00,Adv Beg Theater,Daniel Booda,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21849&classDate=12/16/2024&clsLoc=1
