Studio,Start time,Classes,Instructor,Sign up
Hive NJ,19:00:00,Advance Choreo Adults 17+,Dino Principe,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2665&classDate=12/16/2024&clsLoc=1
Hive NJ,20:15:00,Advance Choreo Adults 17+,Karen Vanessa,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2668&classDate=12/16/2024&clsLoc=1
