0,Start time,Sign up,Classes,Teacher,Duration
1,none,,,,
2,Social and Street,,,,
3,7:00 pm  EDT,/ASP/res_a.asp?tg=22&classId=3991&classDate=3/14/2023&clsLoc=1,Afro-Fusion [All Levels],Tamara Jones,1 hour & 30 minutes
4,none,,,,
5,West African,,,,
6,6:30 pm  EDT,/ASP/res_a.asp?tg=22&classId=3990&classDate=3/14/2023&clsLoc=1,West African Dance - Ivory Coast [All Levels],Vado Diomande,1 hour & 30 minutes
