0,Start time,Sign up,Classes,Teacher,Room,Duration
1,6:30 pm  EDT,/ASP/res_a.asp?tg=39&classId=6638&classDate=3/14/2023&clsLoc=1,In-StudioM: Kpop Diet Dance,DJ McIver,none,1 hour
2,7:40 pm  EDT,/ASP/res_a.asp?tg=39&classId=7379&classDate=3/14/2023&clsLoc=1,In-StudioM: PANDORA | MAVE: (Part 2),Eunice Shin,Manhattan,1 hour & 20 minutes
