0,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
1,   9:00 am  EDT,/ASP/res_a.asp?tg=50&classId=2146822996&classDate=3/14/2023&clsLoc=1,ONLINE: Vinyasa Yoga,Pilin Anice,none, 1 hour
2,   6:30 pm  EDT,/ASP/res_a.asp?tg=50&classId=2146823003&classDate=3/14/2023&clsLoc=1,ONLINE: Zumba,Diego Chauca,none, 1 hour
3,   7:00 pm  EDT,/ASP/res_a.asp?tg=50&classId=2146822997&classDate=3/14/2023&clsLoc=1,ONLINE: Vogue Fem,Luz Theodyssey,none, 1 hour & 30 minutes
4,   6:00 pm  EDT,/ASP/res_a.asp?tg=50&classId=2146822979&classDate=3/14/2023&clsLoc=1,ONLINE: Beginner Ballet,Yuka Kawazu,none, 1 hour & 30 minutes
5,   7:00 pm  EDT,/ASP/res_a.asp?tg=50&classId=2146822992&classDate=3/14/2023&clsLoc=1,ONLINE: Open Samba,Quenia Ribeiro,none, 1 hour & 30 minutes
