Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7903&classDate=9/18/2023&clsLoc=1,2023-09-18,Additional Disciplines
Steps,09:00:00,Beg Ballet,Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080412&classDate=9/18/2023&clsLoc=1,2023-09-18,Ballet
Mark Morris,09:00:00,Gaga/People,Jim Grevatt *GAGA  (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=4953&classDate=9/18/2023&clsLoc=1,2023-09-18,Contemporary/Modern
BDC,09:00:00,Basic Ballet,Ted Keener,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18371&classDate=9/18/2023&clsLoc=1,2023-09-18,Ballet
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18318&classDate=9/18/2023&clsLoc=1,2023-09-18,Contemporary/Modern
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7969&classDate=9/18/2023&clsLoc=1,2023-09-18,Ballet
Mark Morris,09:00:00,Gyrokinesis,Alexandra Berger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=3125&classDate=9/18/2023&clsLoc=1,2023-09-18,Additional Disciplines
Steps,09:15:00,Gyrokinesis,Walthour (8),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087071&classDate=9/18/2023&clsLoc=1,2023-09-18,Additional Disciplines
BDC,09:15:00,All Levels Yoga And Meditation,Alyssa Click (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18338&classDate=9/18/2023&clsLoc=1,2023-09-18,Additional Disciplines
Peridance,09:30:00,Open Ballet,Greg Zane,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6724&classDate=9/18/2023&clsLoc=1,2023-09-18,Ballet
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2288&classDate=9/18/2023&clsLoc=1,2023-09-18,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087058&classDate=9/18/2023&clsLoc=1,2023-09-18,Ballet
