Studio,Start time,Classes,Instructor,Sign up
ILD Queens,18:30:00,Cake | Kard One Day,Winnie Chung,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8329&classDate=8/29/2023&clsLoc=1
ILD Queens,20:00:00,In Bloom | Zb1 Part 5,Christina Ryu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8251&classDate=8/29/2023&clsLoc=1
