Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=48&classId=18826&classDate=1/3/2024&clsLoc=1,LIVESTREAM: Basic BALLET with Deanna Doyle,Deanna Doyle,LS ST-A,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,none,LIVESTREAM: Beg JAZZ FUNK with Chio,Canceled Today,none,1 hour &30 minutes
