Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,Easy | Le Sserafim Part 4,MJ Choi,none
ILD NJ,19:30:00,Smart | Le Sserafim Part 4,Min Seon Kim,none
