Studio,Start time,Classes,Instructor,Sign up
Mark Morris,09:00:00,Open Level Pilates,Andrea *Murillo,none
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none
Mark Morris,10:15:00,Cunningham Technique Open Class,Brandon Collwes *Cunningham  (5),none
Mark Morris,12:00:00,Beg/Int Broadway Jazz,Avital Asuleen,none
Mark Morris,13:30:00,Int Countertechnique,Francesca *Dominguez,none
Mark Morris,15:00:00,Morning Subsidy Any Classes From 9Am-3Pm,Various Morning Teaching Artists,none
Mark Morris,18:30:00,Beg Tap,Yuka Kameda,none
Mark Morris,19:00:00,Open Level Hip-Hop,Danielle Criss,none
Mark Morris,19:00:00,Open Level West African,Ismael *Kouyate,none
Mark Morris,21:00:00,30Pm,Various Evening Teaching Artists,none
