Studio,Start time,Classes,Instructor,Sign up
ILD Queens,18:30:00,New Dance | Xg Part 1,MJ Choi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8622&classDate=10/5/2023&clsLoc=1
ILD Queens,20:00:00,Baggy Jeans | Nct U Part 1,Ying Dong,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8465&classDate=10/5/2023&clsLoc=1
