Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7974&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
BDC,09:00:00,Itp Closed Class,ITP Master Class,none,2023-09-27,Additional Disciplines
Peridance,09:00:00,Open Yoga,Sarah Iguchi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6736&classDate=9/27/2023&clsLoc=1,2023-09-27,Additional Disciplines
BDC,09:00:00,Beg Ballet,Ted Keener,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18372&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Steps,09:00:00,Beg Ballet,Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080412&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
BDC,09:00:00,Beg Lyrical,Emily Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18157&classDate=9/27/2023&clsLoc=1,2023-09-27,Contemporary/Modern
Steps,09:00:00,Open Yoga For Dancers,Dober,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087978&classDate=9/27/2023&clsLoc=1,2023-09-27,Additional Disciplines
Peridance,09:30:00,Open Ballet,Greg Zane,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6725&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2289&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087095&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6795&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Peridance,10:00:00,Open Barre À Terre,Anabella Lenzu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5260&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Gibney,10:00:00,Pro Ballez,Katy Pyle,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12879&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4991&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Steps,10:00:00,Adv/Int Ballet,Loh (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087096&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
BAE,10:00:00,Beg Ballet,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7958&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Steps,10:00:00,Open Pilates,Ross,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086082&classDate=9/27/2023&clsLoc=1,2023-09-27,Additional Disciplines
Taylor School,10:00:00,Professional Level Taylor Modern,Winston Brown (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3562&classDate=9/27/2023&clsLoc=1,2023-09-27,Contemporary/Modern
Gibney,10:00:00,Contemp Floorwork,Shannon Gillen,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12953&classDate=9/27/2023&clsLoc=1,2023-09-27,Contemporary/Modern
Gibney,10:00:00,Contemp Playground,Shane Larson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12952&classDate=9/27/2023&clsLoc=1,2023-09-27,Contemporary/Modern
Steps,10:00:00,Adv/Beg Tap,Ponza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087813&classDate=9/27/2023&clsLoc=1,2023-09-27,Tap
Peridance,10:00:00,Int Contemp,Brandon Coleman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=4301&classDate=9/27/2023&clsLoc=1,2023-09-27,Contemporary/Modern
Mark Morris,10:15:00,Cunningham Technique Open Class,Janet Charleston *Cunningham  (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5059&classDate=9/27/2023&clsLoc=1,2023-09-27,Contemporary/Modern
BDC,10:30:00,Int Ballet,Deanna Doyle,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18231&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
BAE,10:30:00,Intro To Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7930&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Gibney,10:30:00,Bartenieff Fundamentals At 280,Meredith Fages,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12845&classDate=9/27/2023&clsLoc=1,2023-09-27,Additional Disciplines
BDC,10:30:00,Basic Theater,Morgan Rose,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18150&classDate=9/27/2023&clsLoc=1,2023-09-27,Theater
BDC,10:30:00,Adv Beg Tap,Dre Torres,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18290&classDate=9/27/2023&clsLoc=1,2023-09-27,Tap
BDC,10:30:00,Adv Beg Hip-Hop,Paolo Slice Penala,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18328&classDate=9/27/2023&clsLoc=1,2023-09-27,Street/Choreography
Steps,10:45:00,Adv/Beg Ballet,Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080413&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
BDC,11:00:00,Ed Dept Company Ballet,ProSem Master,none,2023-09-27,Ballet
Ballet Arts,11:00:00,Int Ballet,Kenny Larson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2419&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Steps,11:00:00,Rommett Floor Barre,Moccia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086961&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Steps,11:15:00,Adv/Beg Latin Jazz,Pollin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085556&classDate=9/27/2023&clsLoc=1,2023-09-27,Jazz
Peridance,11:30:00,Beg Ballet,Martha Chapman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6721&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Peridance,11:30:00,Adv Ballet,Caridad Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6796&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
BAE,11:30:00,Gentle Pilates,Wendy Amos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7915&classDate=9/27/2023&clsLoc=1,2023-09-27,Additional Disciplines
BAE,11:30:00,Adv Beg Ballet,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7975&classDate=9/27/2023&clsLoc=1,2023-09-27,Ballet
Peridance,11:30:00,Int Broadway Jazz,Sue Samuels,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=5484&classDate=9/27/2023&clsLoc=1,2023-09-27,Theater
