Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,3:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21536&classDate=12/15/2024&clsLoc=1,Basic HEELS with Courtney Sauls,Courtney Sauls,Studio 3,1 hour &30 minutes
Broadway Dance Center,5:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21846&classDate=12/15/2024&clsLoc=1,Beg CONTEMP with FLOORWORK FUNDAMENTALS with Lorena Cobos,Lorena Cobos,Studio 4,1 hour &30 minutes
Broadway Dance Center,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21225&classDate=12/15/2024&clsLoc=1,Adv Beg JAZZ with Adam Wedesky,Fernando Naranjo (4),Studio 2,1 hour &30 minutes
Broadway Dance Center,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21770&classDate=12/15/2024&clsLoc=1,Int Adv STREET STYLES with Paul Herman,Paul Herman,Studio 3,1 hour &30 minutes
Broadway Dance Center,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21445&classDate=12/15/2024&clsLoc=1,Int LYRICAL with Emily Bufferd,Emily Bufferd,Studio A,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19620&classDate=12/15/2024&clsLoc=1,Adv Beg BROADWAY JAZZ with Sue Samuels,Sue Samuels,Studio A,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19787&classDate=12/15/2024&clsLoc=1,Basic TAP with Mike Camire,Mike Camire,Studio B,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21524&classDate=12/15/2024&clsLoc=1,Beg CONTEMPORARY with Stacie Webster,Lorena Cobos (1),Studio 1,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18650&classDate=12/15/2024&clsLoc=1,Beg BROADWAY TAP with Deanna Doyle,Deanna Doyle,Studio B,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21525&classDate=12/15/2024&clsLoc=1,Int BALLET with Kate Loh,Kate Loh,Studio 4,1 hour &30 minutes
Broadway Dance Center,12:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21526&classDate=12/15/2024&clsLoc=1,Beg STREET JAZZ with Carlos Neto,Carlos Neto,Studio 5,1 hour &30 minutes
Broadway Dance Center,1:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21533&classDate=12/15/2024&clsLoc=1,Adv Beg BALLET with Eureka Nakano Grimes,Eureka Nakano Grimes,Studio 4,1 hour &30 minutes
Broadway Dance Center,1:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21479&classDate=12/15/2024&clsLoc=1,Beg THEATER with Deanna Doyle,Deanna Doyle,Studio 1,1 hour &30 minutes
Broadway Dance Center,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21532&classDate=12/15/2024&clsLoc=1,Beg CONTEMPORARY with Elodie Dufroux,Elodie Dufroux,Studio 2,1 hour &30 minutes
Broadway Dance Center,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21379&classDate=12/15/2024&clsLoc=1,Basic BALLET with Deanna Doyle,Deanna Doyle,Studio 1,1 hour &30 minutes
Broadway Dance Center,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21537&classDate=12/15/2024&clsLoc=1,Beg JUMPS AND TURNS with Ashley Lynne King,Ashley Lynne King,Studio 4,1 hour &30 minutes
Broadway Dance Center,3:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21367&classDate=12/15/2024&clsLoc=1,Adv Beg THEATER with Bryan Knowlton,Bryan Knowlton,Studio A,1 hour &30 minutes
Broadway Dance Center,3:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19490&classDate=12/15/2024&clsLoc=1,Basic HIP-HOP with Q,Q,Studio 5,1 hour &30 minutes
Broadway Dance Center,5:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21224&classDate=12/15/2024&clsLoc=1,Beg BALLET with Luis Villar,Luis Villar,Studio 1,1 hour &30 minutes
Broadway Dance Center,5:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19802&classDate=12/15/2024&clsLoc=1,Beg TAP with Sheila Pomroy,Sheila Pomroy,Studio B,1 hour &30 minutes
Broadway Dance Center,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21861&classDate=12/15/2024&clsLoc=1,Beg HEELS with Mishay Petronelli,Mishay Petronelli,Studio 5,1 hour &30 minutes
