Studio,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
Ailey Studios,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828493&classDate=12/15/2024&clsLoc=1,IN-STUDIO Beg Ballet,Anna Lederfeind,Studio 1C,1 hour &30 minutes
Ailey Studios,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828539&classDate=12/15/2024&clsLoc=1,IN-STUDIO Pilates Fusion,Olivia Bowman-Jackson,Studio 6A,1 hour
Ailey Studios,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828501&classDate=12/15/2024&clsLoc=1,IN-STUDIO Beg Contemporary,Shaina McGregor,Studio 1B,1 hour &30 minutes
Ailey Studios,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828533&classDate=12/15/2024&clsLoc=1,IN-STUDIO Adv Beg Modern Afro-Cuban,Isabel Estrada-Jamison (1),Studio 2A,1 hour &30 minutes
Ailey Studios,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828525&classDate=12/15/2024&clsLoc=1,IN-STUDIO Beg West African,Vado Diomande,Studio 1A,1 hour &30 minutes
Ailey Studios,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828545&classDate=12/15/2024&clsLoc=1,IN-STUDIO Zumba®,Tatiana Maya,Studio 5A,1 hour
Ailey Studios,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146831123&classDate=12/15/2024&clsLoc=1,IN-STUDIO Adv Beg Ballet,Lisa Fitzgerald,Studio 1C,1 hour &30 minutes
Ailey Studios,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828479&classDate=12/15/2024&clsLoc=1,IN-STUDIO Abs Beg Hip Hop,Aaron Thomas,Studio 1A,1 hour &30 minutes
Ailey Studios,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828515&classDate=12/15/2024&clsLoc=1,IN-STUDIO Beg Horton,Michael Snipe (2),Studio 1C,1 hour &30 minutes
