Studio,Sign up,Start time,Classes,Instructor
Modega,https://sutrapro.com/modega/checkout/7BDYq6ZY3ZMQ16aChjKo,2:00PM,Intermediate South Indian Mass Fusion,Divya Raj
Modega,https://sutrapro.com/modega/checkout/Ruv7wkMOkQMhmzX133OE,3:30PM,Open Flexn Session,Ankleology
Modega,https://sutrapro.com/modega/checkout/B2JcPwsR4U5tqQa4WdkU,5:00PM,Beg./Adv. Beginner House,Sabrina Kiamilev
Modega,https://sutrapro.com/modega/checkout/AFK57UcR4lneAZOlHJTI,6:30PM,Adv. Beginner/Int. Choreography,Youran Lee
Modega,https://sutrapro.com/modega/checkout/1K82plFKnhDAS1SN0uAx,8:00PM,Open Hip Hop Session,Kito Liao & Liam Lynch & Minh Nguyen
