Studio,Start time,Sign up,Sessions,Teacher,Studio,Duration
Gibney,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13443&classDate=12/15/2024&clsLoc=1,Adult Open Contemporary with Phoebe Ballard at 280,Phoebe Ballard,Gibney 280: Studio U,1 hour &45 minutes
Gibney,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13427&classDate=12/15/2024&clsLoc=1,Beginner Contemporary Floorwork with Isaac Martin Lerner at 280,Isaac Martin Lerner,Gibney 280: Studio U,1 hour &45 minutes
Gibney,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13757&classDate=12/15/2024&clsLoc=1,Contemporary with MICHIYAYA at 280,Anya Clarke,Gibney 280: Studio H,1 hour &45 minutes
Gibney,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13426&classDate=12/15/2024&clsLoc=1,Contemporary/Simonson with Diane McCarthy at 280,Diane McCarthy,Gibney 280: Studio C,1 hour &45 minutes
