Studio,Start time,Sign up,Classes,Teacher,Accompanist,Co-Teacher,Location,Duration
Peridance,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=4873&classDate=12/15/2024&clsLoc=1,Open Ballet,Bivi Kimura,none,none,none,1 hour &30 minutes
Peridance,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8091&classDate=12/15/2024&clsLoc=1,Open Contemporary,Miho Ryu,none,none,none,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5476&classDate=12/15/2024&clsLoc=1,Beg Dancehall,"Alfred ""Prince"" Forbes (1)",none,none,none,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=7992&classDate=12/15/2024&clsLoc=1,Beg Graham,Cara McManus,none,none,none,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=4852&classDate=12/15/2024&clsLoc=1,Inter Contemporary,Vive _,none,none,none,1 hour &30 minutes
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7159&classDate=12/15/2024&clsLoc=1,Inter Contemporary,Marijke Eliasberg,none,none,none,1 hour &30 minutes
