Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147082816&classDate=2/27/2024&clsLoc=1,In-Studio Int Ballet,Michelle Cave,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087079&classDate=2/27/2024&clsLoc=1,In-Studio Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087080&classDate=2/27/2024&clsLoc=1,In-Studio Adv Pro Ballet,Maxim Beloserkovsky,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087081&classDate=2/27/2024&clsLoc=1,In-Studio Rommett Floor Barre,Marguerite Wesley,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147084561&classDate=2/27/2024&clsLoc=1,In-Studio Adv/Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087003&classDate=2/27/2024&clsLoc=1,In-Studio Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087004&classDate=2/27/2024&clsLoc=1,In-Studio Int Ballet,Noriko Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088743&classDate=2/27/2024&clsLoc=1,In-Studio Int/Adv Ballet,Elisa Clark,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087083&classDate=2/27/2024&clsLoc=1,In-Studio Adv/Int Ballet,Espen Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087084&classDate=2/27/2024&clsLoc=1,In-Studio Beg/Int Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
