Studio,Start time,Sign up,Classes,Teacher,Duration
ATDF,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2471&classDate=12/16/2024&clsLoc=1,Tap Fundamentals - Level 1,Mary Six Rupert,1 hour &15 minutes
ATDF,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2470&classDate=12/16/2024&clsLoc=1,Basic - Level 2,Adante Power,1 hour &15 minutes
ATDF,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2384&classDate=12/16/2024&clsLoc=1,Advanced Beginner - Level 5,Kaleena Miller,1 hour &15 minutes
ATDF,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2472&classDate=12/16/2024&clsLoc=1,Intro Workshop extension classes,Maria Clara Laet,1 hour &15 minutes
ATDF,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2388&classDate=12/16/2024&clsLoc=1,Int/Advanced - Level 8,Kaleena Miller,1 hour &15 minutes
ATDF,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2385&classDate=12/16/2024&clsLoc=1,Tap Fundamentals - Level 1,Maria Clara Laet (1),1 hour &15 minutes
