Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=2147091224&classDate=12/16/2024&clsLoc=1,In-Studio 2-Hour Class: Adv/Int Theater Jazz,Al Blackstone,Steps on Broadway,2 hours
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=2147091593&classDate=12/16/2024&clsLoc=1,In-Studio Spotlight: Int/Adv Contemporary Street Styles,Clear Talent Group,Steps on Broadway,2 hours
Steps on Broadway,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080412&classDate=12/16/2024&clsLoc=1,In-Studio Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087058&classDate=12/16/2024&clsLoc=1,In-Studio Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088503&classDate=12/16/2024&clsLoc=1,In-Studio Adv/Int Ballet,Kate Loh,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088558&classDate=12/16/2024&clsLoc=1,In-Studio Rommett Floor Barre,Jodi Moccia,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147091183&classDate=12/16/2024&clsLoc=1,In-Studio Adv/Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147090251&classDate=12/16/2024&clsLoc=1,In-Studio Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147090871&classDate=12/16/2024&clsLoc=1,In-Studio Int Ballet,Alexander Brady,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147089024&classDate=12/16/2024&clsLoc=1,In-Studio Int/Adv Contemporary Ballet,Nicholas Korkos,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087062&classDate=12/16/2024&clsLoc=1,In-Studio Adv/Int Ballet,Espen Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147090528&classDate=12/16/2024&clsLoc=1,In-Studio Beg/Int Ballet,Francis Lawrence,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147089124&classDate=12/16/2024&clsLoc=1,In-Studio Int/Adv Contemporary,Max Stone,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088689&classDate=12/16/2024&clsLoc=1,In-Studio Int/Adv Jazz Technique,Camden Loeser,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147091232&classDate=12/16/2024&clsLoc=1,In-Studio Int/Adv Jazz,Dylan Pearce,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088026&classDate=12/16/2024&clsLoc=1,In-Studio Int Precision Jazz,Kenna Morris Garcia,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087066&classDate=12/16/2024&clsLoc=1,In-Studio Int Jazz,Adrian Lee,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147090946&classDate=12/16/2024&clsLoc=1,In-Studio Adv/Beg Jazz Across the Floor,Cori Jo Swanson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087129&classDate=12/16/2024&clsLoc=1,In-Studio Adv/Int Jazz,Lisa Harvie,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087068&classDate=12/16/2024&clsLoc=1,In-Studio Adv/Beg Jazz,Plu Sayampol,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147091237&classDate=12/16/2024&clsLoc=1,In-Studio Beg/Int Graham Based Modern,Lindsay Poulis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085500&classDate=12/16/2024&clsLoc=1,In-Studio Open Hip Hop,Yancy Greene,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147091473&classDate=12/16/2024&clsLoc=1,In-Studio Int Heels,Marie Rose Baramo,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:15 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087071&classDate=12/16/2024&clsLoc=1,In-Studio Gyrokinesis,Christa Thiesing,Steps on Broadway,1 hour
