Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21127&classDate=12/16/2024&clsLoc=1,All Levels PILATES with Linda Farrell,Gina DePool (2),Studio 2,1 hour
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21157&classDate=12/16/2024&clsLoc=1,Adv Beg TAP with Jill Kenney,Jill Kenney,Studio B,1 hour &30 minutes
Broadway Dance Center,12:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21155&classDate=12/16/2024&clsLoc=1,Adv Beg BALLET with Natalya Stavro,Natalya Stavro,Studio A,1 hour &30 minutes
Broadway Dance Center,12:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21293&classDate=12/16/2024&clsLoc=1,Basic GRAHAM TECHNIQUE with Tomislav Nevistic,Tomislav Nevistic,Studio 3,1 hour &30 minutes
Broadway Dance Center,12:15 pm EST,none,Int JAZZ with Adam Wedesky,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,1:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21167&classDate=12/16/2024&clsLoc=1,Basic BALLET with Erica Ratkovicz,Erica Ratkovicz,Studio 4,1 hour &30 minutes
Broadway Dance Center,1:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21172&classDate=12/16/2024&clsLoc=1,Beg JAZZ with Sheila Barker,Sheila Barker,Studio A,1 hour &30 minutes
Broadway Dance Center,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21674&classDate=12/16/2024&clsLoc=1,All Levels BREAKING with Dr.Ew,Dr. Ew,Studio 2,1 hour &30 minutes
Broadway Dance Center,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21166&classDate=12/16/2024&clsLoc=1,Int CONTEMPORARY with Jaclyn Walsh,Jaclyn Walsh,Studio 3,1 hour &30 minutes
Broadway Dance Center,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21178&classDate=12/16/2024&clsLoc=1,Beg CONTEMPORARY with Eric Campros,Eric Campros,Studio 4,1 hour &30 minutes
Broadway Dance Center,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21181&classDate=12/16/2024&clsLoc=1,Int Adv JAZZ with Debbie Roshe,Debbie Roshe,Studio A,1 hour &30 minutes
Broadway Dance Center,3:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21175&classDate=12/16/2024&clsLoc=1,All Levels TUTTING with Billy Cohen,Billy Cohen,Studio 2,1 hour &30 minutes
Broadway Dance Center,5:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21196&classDate=12/16/2024&clsLoc=1,Adv Beg TURNS AND TECHNIQUE with Ali Koinoglou,Ali Koinoglou,Studio 4,1 hour &30 minutes
Broadway Dance Center,5:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21613&classDate=12/16/2024&clsLoc=1,Int Adv THEATER with Michael Callahan,Michael Callahan,Studio A,1 hour &30 minutes
Broadway Dance Center,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21195&classDate=12/16/2024&clsLoc=1,Adv Beg CONTEMPORARY with Blue,Blue,Studio 3,1 hour &30 minutes
Broadway Dance Center,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21207&classDate=12/16/2024&clsLoc=1,Int Adv STREET JAZZ with Kenichi Kasamatsu,Parth Sethi (4),Studio 5,1 hour &30 minutes
Broadway Dance Center,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21213&classDate=12/16/2024&clsLoc=1,Basic BALLET with Sarah Simon Wolff,Breton Tyner-Bryan (5),Studio 4,1 hour &30 minutes
Broadway Dance Center,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21764&classDate=12/16/2024&clsLoc=1,Basic CONTEMP JAZZ with Stacie Webster,Stacie Webster,Studio A,1 hour &30 minutes
Broadway Dance Center,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21212&classDate=12/16/2024&clsLoc=1,Beg COMMERCIAL JAZZ with Debbie Wilson,Debbie Wilson,Studio 3,1 hour &30 minutes
Broadway Dance Center,8:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21731&classDate=12/16/2024&clsLoc=1,Basic JAZZ with Cara Leggio,Cara Leggio,Studio 4,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21217&classDate=12/16/2024&clsLoc=1,Beg HEELS with Courtney Sauls,Courtney Sauls,Studio 3,1 hour &30 minutes
