Studio,Start time,Sign up,Classes,Teacher,Duration
Sass Class,5:55 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=1017&classDate=12/16/2024&clsLoc=1,Sass Foundations 101™,Brynlie,1 hour
Sass Class,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=378&classDate=12/16/2024&clsLoc=1,Sass Foundations™: Sexy Stilettos®,Emma,1 hour
Sass Class,7:05 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=1018&classDate=12/16/2024&clsLoc=1,Empowered Expression™,Brynlie,1 hour
Sass Class,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=444&classDate=12/16/2024&clsLoc=1,Sexy Stilettos®,Emma,1 hour
Sass Class,8:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=1019&classDate=12/16/2024&clsLoc=1,Sass Advanced™: Empowered Expression™,Brynlie,1 hour
Sass Class,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=502&classDate=12/16/2024&clsLoc=1,Sultry Street Jazz™,David,1 hour
