Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,5:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=10440&classDate=12/16/2024&clsLoc=1,In-StudioQ: Kids Kpop (8 - 12 years old),Christina Ryu,Flushing,1 hour
ILoveDance,6:50 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=10900&classDate=12/16/2024&clsLoc=1,In-StudioQ: Cherish | ILLIT (Part 4),Eunice Shin,Flushing,1 hour &20 minutes
ILoveDance,8:10 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=10604&classDate=12/16/2024&clsLoc=1,In-StudioQ: All Levels Choreography,Christina Ryu,Flushing,1 hour &20 minutes
