Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18331&classDate=12/18/2023&clsLoc=1,IN-PERSON: Beg MECHANICS OF TAP with Ja'Bowen Dixon,Ja'Bowen Dixon,Studio B,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18786&classDate=12/18/2023&clsLoc=1,IN-PERSON: Int Adv THEATER with Chip Abbott,Chip Abbott,Studio A,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18708&classDate=12/18/2023&clsLoc=1,IN-PERSON: Beg BALLET with Dorit Koppel,Dorit Koppel,Studio 1,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18118&classDate=12/18/2023&clsLoc=1,IN-PERSON: Int TAP with Ray Hesselink,Rashaan James (4),Studio B,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18879&classDate=12/18/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Elyn Collier,Elyn Collier,Studio 2,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18130&classDate=12/18/2023&clsLoc=1,IN-PERSON: Beg COMMERCIAL JAZZ with Debbie Wilson,Debbie Wilson,Studio 3,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18794&classDate=12/18/2023&clsLoc=1,IN-PERSON: All Levels BURLESQUE JAZZ with Tony Guerrero,Tony Guerrero,Studio 3,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18240&classDate=12/18/2023&clsLoc=1,IN-PERSON: Basic CONTEMPORARY JAZZ with Stacie Webster,Stacie Webster,Studio A,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18738&classDate=12/18/2023&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Keenan Cooks,Kenneth Herrera (7),Studio 1,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18755&classDate=12/18/2023&clsLoc=1,IN-PERSON: Beg HEELS with Courtney Sauls,Courtney Sauls,Studio 3,1 hour &30 minutes
Broadway Dance Center,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18862&classDate=12/18/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with TweetBoogie,Tweetboogie,Studio 3,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18760&classDate=12/18/2023&clsLoc=1,IN-PERSON: Basic THEATER with Morgan Rose,Morgan Rose,Studio A,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18682&classDate=12/18/2023&clsLoc=1,IN-PERSON: Beg HIP-HOP with Paolo Penala,Paolo Slice Penala,Studio B,1 hour &30 minutes
Broadway Dance Center,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18870&classDate=12/18/2023&clsLoc=1,IN-PERSON: All Levels PILATES with Linda Farrell,Linda Farrell,Studio 2,1 hour
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18676&classDate=12/18/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY LYRICAL with Tracie Stanfield,Tracie Stanfield,Studio 1,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18112&classDate=12/18/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Jill Kenney,Jill Kenney,Studio B,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18718&classDate=12/18/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with Geheny Rivera,Geheny Rivera,Studio 2,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18694&classDate=12/18/2023&clsLoc=1,IN-PERSON: Beg JAZZ with Sheila Barker,Sheila Barker,Studio 3,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18699&classDate=12/18/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Deanna Doyle,Deanna Doyle,Studio 1,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18107&classDate=12/18/2023&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Eric Campros,Eric Campros,Studio 3,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18703&classDate=12/18/2023&clsLoc=1,IN-PERSON: Int Adv JAZZ with Debbie Roshe,Debbie Roshe,Studio A,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18816&classDate=12/18/2023&clsLoc=1,IN-PERSON: Adv Beg JUMPS AND TURNS with Ali Koinoglou,Ali Koinoglou,Studio 2,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18876&classDate=12/18/2023&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with David Thomas,David Thomas,Studio 3,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18284&classDate=12/18/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Justin Boccitto,Justin Boccitto,Studio B,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18740&classDate=12/18/2023&clsLoc=1,IN-PERSON: Basic BALLET with Sarah Simon Wolff,Deanna Doyle (5),Studio A,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18730&classDate=12/18/2023&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Kenichi Kasamatsu,Kenichi Kasamatsu,Studio 1,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18217&classDate=12/18/2023&clsLoc=1,IN-PERSON: All Levels POPPING with Sun Kim,Mr. Ocean (6),Studio B,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18753&classDate=12/18/2023&clsLoc=1,IN-PERSON: Beg STREET JAZZ with Elodie Dufroux,Elodie Dufroux,Studio 2,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18886&classDate=12/18/2023&clsLoc=1,IN-PERSON: Adv STREET STYLES with Jay Mills,TBA (8),Studio 1,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18247&classDate=12/18/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY FUSION with Camryn Brothers,Camryn Brothers,Studio A,1 hour &30 minutes
