Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,9:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086215&classDate=8/25/2023&clsLoc=1,Virtual 90 Beg Ballet,Kemezis,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,9:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083037&classDate=8/25/2023&clsLoc=1,Virtual 90 Int/Adv Pro Ballet,Fairchild (1),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086909&classDate=8/25/2023&clsLoc=1,Virtual 90 Adv/Int Ballet,Tyner-Bryan (2),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082489&classDate=8/25/2023&clsLoc=1,Virtual 90 Adv/Beg Ballet,Sullivan,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084942&classDate=8/25/2023&clsLoc=1,Virtual 90 Adv Pro Ballet,Bielski,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083051&classDate=8/25/2023&clsLoc=1,Virtual 90 Adv/Int Ballet,Kunikova,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087508&classDate=8/25/2023&clsLoc=1,Virtual 90 Adv/Int Contemporary Ballet,"Williams, C.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085003&classDate=8/25/2023&clsLoc=1,Virtual 90 Adv/Int Ballet,Tuttle (3),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083062&classDate=8/25/2023&clsLoc=1,Virtual 90 Beg/Int Ballet,Hara,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086072&classDate=8/25/2023&clsLoc=1,Virtual 90 Int/Adv Contemporary,Redmond (4),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084596&classDate=8/25/2023&clsLoc=1,Virtual 90 Beg/Int Jazz,Zajac (5),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084946&classDate=8/25/2023&clsLoc=1,Virtual 90 Int Jazz,Ranauro (6),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086087&classDate=8/25/2023&clsLoc=1,Virtual 90 Adv/Int Jazz,Abbott,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083154&classDate=8/25/2023&clsLoc=1,Virtual 90 Adv/Beg Contemporary Modern,"Reed, B.",Steps on Broadway,1 hour & 30 minutes
