Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18238&classDate=10/31/2023&clsLoc=1,IN-PERSON: All Levels AFRO DANCE CLASS with Judith McCarty,Judith McCarty,Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18505&classDate=10/31/2023&clsLoc=1,IN-PERSON: Beg THEATER with Josh Walden,Josh Walden,Studio 4,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18099&classDate=10/31/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Jaclyn Walsh,Jaclyn Walsh,Studio A,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18316&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Miles Keeney,TBA (8),Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18281&classDate=10/31/2023&clsLoc=1,IN-PERSON: Int Adv JAZZ with Adrian Lee,Adrian Lee,Studio A,1 hour & 30 minutes
Broadway Dance Center,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18535&classDate=10/31/2023&clsLoc=1,IN-PERSON: Basic CONTEMPORARY with Lorena Cobos,Lorena Cobos,Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18339&classDate=10/31/2023&clsLoc=1,IN-PERSON: All Levels YOGA AND MEDITATION with Lauren Marsaglia,Lauren Marsaglia,Studio 4,1 hour & 15 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18289&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Dre Torres,Dre Torres,Studio B,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18146&classDate=10/31/2023&clsLoc=1,IN-PERSON: Beg BALLET with Jamie Salmon,June Chin (1),Studio 4,1 hour & 30 minutes
Broadway Dance Center,10:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18190&classDate=10/31/2023&clsLoc=1,IN-PERSON: All Levels LASTICS STRETCH TECHNIQUE with Donna Flagg,Donna Flagg,Studio A,1 hour & 15 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18090&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Dorit Koppel,Dorit Koppel,Studio A,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18378&classDate=10/31/2023&clsLoc=1,IN-PERSON: Beg HOUSE with Huu Rock,Huu Rock,Studio 5,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18491&classDate=10/31/2023&clsLoc=1,IN-PERSON: Int THEATER with Andrew Wilson,Jack Sippel (2),Studio 4,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18092&classDate=10/31/2023&clsLoc=1,IN-PERSON: Basic BALLET with Dorit Koppel,Dorit Koppel,Studio A,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18094&classDate=10/31/2023&clsLoc=1,IN-PERSON: Beg JAZZ with Heather Rigg,Heather Rigg,Studio 3,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18202&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with April Cook,April Cook,Studio B,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18303&classDate=10/31/2023&clsLoc=1,IN-PERSON: Beg THEATER with Marjorie Failoni,Elyn Collier (3),Studio 3,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18170&classDate=10/31/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Michaela McGowan,Michaela McGowan,Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18194&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg STREET JAZZ with Neil Schwartz,Neil Schwartz,Studio 5,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18257&classDate=10/31/2023&clsLoc=1,IN-PERSON: Int BALLET with Benjamin Briones,Benjamin Briones,Studio 4,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18271&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg HEELS with Hector Lopez,Hector Lopez,Studio 3,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18382&classDate=10/31/2023&clsLoc=1,IN-PERSON: Basic BALLET with Sarah Simon Wolff,Sarah Simon Wolff,Studio 4,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18166&classDate=10/31/2023&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with David Thomas,David Thomas,Studio 5,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18080&classDate=10/31/2023&clsLoc=1,IN-PERSON: Basic TAP with Shelby Kaufman,Shelby Kaufman,Studio B,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18172&classDate=10/31/2023&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Candace Brown,Youlmae Kim (6),Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18299&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY with Alex Mitchell,Ashley Lynne King (7),Studio 4,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18255&classDate=10/31/2023&clsLoc=1,IN-PERSON: All Levels CABARET BURLESQUE with Nathalie Marrable,Sarah Tracy (9),Studio 3,1 hour & 30 minutes
