Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18319&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Luis Villar,Luis Villar,Studio A,1 hour & 30 minutes
Broadway Dance Center,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18451&classDate=10/31/2023&clsLoc=1,IN-PERSON: Basic THEATER with Melodye Redding,Melodye Redding,Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18109&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY with Eric Campros,Eric Campros,Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18198&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Jason Wise,Jason Wise,Studio 5,1 hour & 30 minutes
Broadway Dance Center,11:00 am  EDT,none,Ed Dept Body Conditioning,ProSem Master,CTP,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18492&classDate=10/31/2023&clsLoc=1,IN-PERSON: Beg BROADWAY JAZZ with Sue Samuels,Sue Samuels,Studio 3,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18220&classDate=10/31/2023&clsLoc=1,IN-PERSON: Beg TAP with Doug Shankman,Doug Shankman,Studio B,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18398&classDate=10/31/2023&clsLoc=1,IN-PERSON: All Levels ACRO with Sissa Strain,Sissa Strain,Studio 4,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18308&classDate=10/31/2023&clsLoc=1,IN-PERSON: Beg HIP-HOP with Ness Martinez,Ness Martinez,Studio 5,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18353&classDate=10/31/2023&clsLoc=1,IN-PERSON: Int TAP with Sydney Burtis,Sydney Burtis,Studio B,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18228&classDate=10/31/2023&clsLoc=1,IN-PERSON: Beg BALLET with Yuka Kawazu,Yuka Kawazu,Studio 4,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18196&classDate=10/31/2023&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with Deshawn Da Prince,Dr. Ew (4),Studio 5,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18260&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY JAZZ with Nijawwon Matthews,Nijawwon Matthews,Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18178&classDate=10/31/2023&clsLoc=1,IN-PERSON: Beg TAP with Brent McBeth,Colleen Roberts (5),Studio B,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18399&classDate=10/31/2023&clsLoc=1,IN-PERSON: Int THEATER with Skye Mattox,Skye Mattox,Studio 3,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18117&classDate=10/31/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Ray Hesselink,Ray Hesselink,Studio B,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18525&classDate=10/31/2023&clsLoc=1,IN-PERSON: Int Adv CONTEMPORARY FUSION with Cat Cogliandro,Cat Cogliandro,Studio A,1 hour & 30 minutes
