Studio,Start time,,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,"12:10 pm EDT
LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=4954&classDate=3/20/2024&clsLoc=1,(Online) Contemporary: Simonson Technique,Laurie *De Vito (Masks Optional),none,none,1 hour &50 minutes
Mark Morris Dance,"6:30 pm EDT
LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=3254&classDate=3/20/2024&clsLoc=1,(Online) Intermediate West African,Mouminatou *Camara (Mask Optional),none,none,1 hour &30 minutes
