Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082818&classDate=1/16/2024&clsLoc=1,Virtual 90 Int Ballet,Cave,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083045&classDate=1/16/2024&clsLoc=1,Virtual 90 Int/Adv Pro Ballet,Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083046&classDate=1/16/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Beloserkovsky,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082346&classDate=1/16/2024&clsLoc=1,Virtual 90 Rommett Floor Barre,Wesley,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084562&classDate=1/16/2024&clsLoc=1,Virtual 90 Adv/Beg Ballet,Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083038&classDate=1/16/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083048&classDate=1/16/2024&clsLoc=1,Virtual 90 Int Ballet,Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085313&classDate=1/16/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083050&classDate=1/16/2024&clsLoc=1,Virtual 90 Beg/Int Ballet,Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088538&classDate=1/16/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary Ballet,Jourdan Epstein,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087999&classDate=1/16/2024&clsLoc=1,Virtual 90 Int Contemporary,Minutoli,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088279&classDate=1/16/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary,"Lombardi, J.",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087807&classDate=1/16/2024&clsLoc=1,Virtual 90 Adv/Int Jazz Fusion,Wendle,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088074&classDate=1/16/2024&clsLoc=1,Virtual 90 Int Jazz Across the Floor,"Francis, H. (1)",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084788&classDate=1/16/2024&clsLoc=1,Virtual 90 Adv/Int Jazz,Roshe,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088623&classDate=1/16/2024&clsLoc=1,Virtual 90 Int Jazz,Lynady,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088622&classDate=1/16/2024&clsLoc=1,Virtual 90 Beg/Int Commercial Jazz,Gold,Steps on Broadway,1 hour &30 minutes
