Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8347&classDate=9/5/2023&clsLoc=1,In-StudioQ: Cake | ITZY (Part 1),Winnie Chung,Flushing,1 hour & 20 minutes
ILoveDance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8383&classDate=9/5/2023&clsLoc=1,In-StudioQ: ISTJ | NCT DREAM (Part 1),Fernando Farias,none,1 hour & 20 minutes
