Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Peridance,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6658&classDate=9/5/2023&clsLoc=1,Open Yoga,Sarah Iguchi,Peridance Center,1 hour
Peridance,9:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6659&classDate=9/5/2023&clsLoc=1,Open Ballet,Kathy Sullivan,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6794&classDate=9/5/2023&clsLoc=1,Adv Ballet,Graciela Kozak (1),Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,none,Inter Contemporary Release,Cancelled Today,Peridance Center,1 hour & 30 minutes
Peridance,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5918&classDate=9/5/2023&clsLoc=1,Open Zena Rommett Floor-Barre ®,LuAnn Leonard,Peridance Center,1 hour
Peridance,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=74&classId=6660&classDate=9/5/2023&clsLoc=1,Open Pointe,Kathy Sullivan,Peridance Center,30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6661&classDate=9/5/2023&clsLoc=1,Adv Contemporary,Chris Ralph,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5374&classDate=9/5/2023&clsLoc=1,Beg Ballet,Yuka Kawazu,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6733&classDate=9/5/2023&clsLoc=1,Beg Contemporary,Bo Kyung Lee,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5466&classDate=9/5/2023&clsLoc=1,Open Gyrokinesis®,Mutsuyo Isaacs (2),Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6738&classDate=9/5/2023&clsLoc=1,Adv Choreography,James Kho (3),Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6185&classDate=9/5/2023&clsLoc=1,Inter Ballet,Kate Loh,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5434&classDate=9/5/2023&clsLoc=1,Inter Contemporary,Max Stone,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=6232&classDate=9/5/2023&clsLoc=1,Beg Graham,Lili Tewes (4),Peridance Center,1 hour & 30 minutes
