Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8997&classDate=1/26/2024&clsLoc=1,In-StudioNJ: Crazy Form | Ateez (Part 4),Regina Lustre,Fort Lee Studio 1,1 hour &20 minutes
ILoveDance,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9015&classDate=1/26/2024&clsLoc=1,In-StudioNJ: New Jeans | NewJeans (Part 2),Min Seon Kim,Fort Lee Studio 1,1 hour &20 minutes
