Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7989&classDate=4/7/2024&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,Ginger Thatcher,none,none,1 hour &30 minutes
Ballet Academy East,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8081&classDate=4/7/2024&clsLoc=1,VIRTUAL Mat Pilates,Courtney Conner,none,none,1 hour
Ballet Academy East,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8005&classDate=4/7/2024&clsLoc=1,LIVE-STREAM Intermediate Ballet,Ginger Thatcher,none,none,1 hour &30 minutes
Ballet Academy East,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7953&classDate=4/7/2024&clsLoc=1,LIVE-STREAM Basic Beginner Ballet,Sean Kelly,none,none,1 hour &30 minutes
