Studio,Start time,,Sessions,Teacher,Studio,Duration
Gibney,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=60&classId=13232&classDate=4/7/2024&clsLoc=1,ONLINE: Contemporary/Simonson with Diane McCarthy,Diane McCarthy,ZOOM,1 hour &45 minutes
