Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,4:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=2147089284&classDate=4/7/2024&clsLoc=1,Virtual 2-Hour Class: Adv/Int Theater Jazz,Jessica Lee Goldyn,Steps on Broadway,2 hours
Steps on Broadway,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082442&classDate=4/7/2024&clsLoc=1,Virtual 90 Adv Ballet,Karin Averty,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082444&classDate=4/7/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Nina Goldman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089408&classDate=4/7/2024&clsLoc=1,Virtual 90 Beg Ballet,Lizzy Supan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089414&classDate=4/7/2024&clsLoc=1,Virtual 90 Int Ballet,Jen Kreichman (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082454&classDate=4/7/2024&clsLoc=1,Virtual 90 Int Ballet,Linda Gelinas,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089404&classDate=4/7/2024&clsLoc=1,Virtual 90 Adv/Beg Contemporary,Clinton Edward,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087904&classDate=4/7/2024&clsLoc=1,Virtual 90 Int Contemporary Jazz,Steven Blandino,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089416&classDate=4/7/2024&clsLoc=1,Virtual 90 Int Contemporary,Briana Reed,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082450&classDate=4/7/2024&clsLoc=1,Virtual 90 Beg Jazz,IngaMarie Gerson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089410&classDate=4/7/2024&clsLoc=1,Virtual 90 Int Jazz Fusion,Roberta Mathes,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089412&classDate=4/7/2024&clsLoc=1,Virtual 90 Beg Hip Hop,Amy Mitchell,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147088476&classDate=4/7/2024&clsLoc=1,Virtual 60 Lastics Stretch,Emma Scholz,Steps on Broadway,1 hour
Steps on Broadway,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147087985&classDate=4/7/2024&clsLoc=1,Virtual 60 Open Level Yoga,Devin Mae Conway,Steps on Broadway,1 hour
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147087277&classDate=4/7/2024&clsLoc=1,Virtual 60 Basic Swing Dance,Brooke McDaniel,Steps on Broadway,1 hour
Steps on Broadway,5:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147087820&classDate=4/7/2024&clsLoc=1,Virtual 60 Absolute Beginner Swing,Brooke McDaniel,Steps on Broadway,1 hour
Steps on Broadway,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082448&classDate=4/7/2024&clsLoc=1,Virtual 90 Adv/Beg Tap,Felipe Galganni,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084576&classDate=4/7/2024&clsLoc=1,Virtual 90 Beg Tap,Kat Ponza,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085292&classDate=4/7/2024&clsLoc=1,Virtual 90 Int Broadway Tap,Sara Brians,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083876&classDate=4/7/2024&clsLoc=1,Virtual 90 Int Theater Jazz,Krystyna Resavy,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082452&classDate=4/7/2024&clsLoc=1,Virtual 90 Adv/Beg Theater Jazz,Lisa Biagini,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087306&classDate=4/7/2024&clsLoc=1,Virtual 90 Adv/Int Classic Theater Jazz,Dana Moore,Steps on Broadway,1 hour &30 minutes
