Studio,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
Ailey Studios,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823669&classDate=8/24/2023&clsLoc=1,IN-STUDIO Beginner Ballet,Yuka Kawazu,Studio 1B,1 hour & 30 minutes
Ailey Studios,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823798&classDate=8/24/2023&clsLoc=1,IN-STUDIO Beginner Horton,Olivier Medus (2),Studio 6A,1 hour & 30 minutes
Ailey Studios,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823785&classDate=8/24/2023&clsLoc=1,IN-STUDIO Zumba Fitness,Diego Chauca,Studio 5B,1 hour
Ailey Studios,7:00 pm  EDT,none,IN-STUDIO Beginner Heels,Cancelled Today,none,1 hour & 30 minutes
Ailey Studios,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823811&classDate=8/24/2023&clsLoc=1,IN-STUDIO Abs Beg Hip-Hop,Amy Mitchell (1),Studio 5A,1 hour & 30 minutes
Ailey Studios,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823691&classDate=8/24/2023&clsLoc=1,IN-STUDIO Beginner West African,Maguette Camara,Studio 1A,1 hour
Ailey Studios,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823672&classDate=8/24/2023&clsLoc=1,IN-STUDIO Beginner Contemporary,Christopher Jackson,Studio 6C,1 hour & 30 minutes
Ailey Studios,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823815&classDate=8/24/2023&clsLoc=1,IN-STUDIO Beginner Hip-Hop,TweetBoogie (3),Studio 1C,1 hour & 30 minutes
